顧客番号,契約年月日,年齢,性別,出身地,購入年月日,購買金額
C0540,20240514,25,2,東北,20250228,35376.0
C1096,20230930,39,2,九州,20250825,15105.0
C1806,20240422,21,1,四国,20250828,41485.0
C0024,20230310,58,2,九州,20251107,19295.0
C0624,20210815,20,2,四国,20251117,6864.0
C1836,20210118,54,2,北海道,20250609,38982.0
C1509,20220605,72,2,九州,20250301,7876.0
C1080,20200106,21,1,近畿,20250828,13055.0
C0986,20220104,20,2,中部,20251118,28684.0
C0223,20210121,55,2,近畿,20250228,16972.0
C1656,20230703,34,1,近畿,20250222,20493.0
C0179,20200618,76,1,中部,20250305,4325.0
C0800,20220606,54,1,九州,20250501,45988.0
C0434,20210713,39,2,中国,20250429,46290.0
C1961,20210610,74,2,九州,20251013,31775.0
C1474,20211016,19,2,四国,20250118,46057.0
C0793,20201014,71,1,四国,20250105,15373.0
C0884,20200328,18,2,九州,20251121,31253.0
C0492,20210304,77,1,中部,20250609,16181.0
C1213,20220102,71,2,中部,20250522,46884.0
C1602,20210830,22,1,九州,20250118,5961.0
C0810,20220506,32,1,中国,20250309,12705.0
C0961,20210117,75,1,関東,20250424,39676.0
C0420,20200713,30,2,中国,20250122,31122.0
C1273,20220306,38,1,九州,20250120,21104.0
C1612,20230203,45,2,近畿,20250920,8509.0
C0649,20240703,70,2,近畿,20250408,2101.0
C1188,20200519,53,1,九州,20250415,-257.0
C1769,20241215,56,1,中部,20251013,3951.0
C1279,20210404,56,1,北海道,20250105,2014.0
C0476,20230121,42,2,近畿,20250509,31180.0
C1830,20200514,24,1,九州,20250608,45509.0
C1441,20210119,56,1,九州,20250908,47633.0
C0170,20210113,41,2,四国,20251003,36908.0
C1341,20211031,26,1,中国,20250324,38039.0
C0174,20220509,51,2,九州,20251116,45918.0
C0470,20231104,61,2,関東,20250428,3219.0
C0345,20210228,34,1,中部,20250129,2163.0
C0445,20200311,64,2,中国,20251224,-2530.0
C1042,20230606,69,2,北海道,20250518,38498.0
C1094,20240921,71,1,東北,20250606,11543.0
C1362,20220227,31,2,中部,20250131,14276.0
C0628,20210130,59,2,九州,20251127,49478.0
C0592,20241217,20,2,関東,20251013,31881.0
C0527,20210926,35,1,北海道,20250602,8414.0
C1712,20220810,46,1,中部,20251202,2749.0
C0456,20200711,18,1,中国,20250227,19182.0
C1293,20210416,67,2,中国,20251109,6914.0
C1655,20220602,32,2,中部,20250328,NaN
C0811,20220927,23,1,関東,20250503,25951.0
C0188,20240212,63,1,関東,20250710,39691.0
C1021,20200719,33,1,中部,20251219,27608.0
C1593,20221024,32,2,中部,20251020,16383.0
C0711,20220309,68,1,北海道,20251110,8042.0
C0529,20241022,64,2,九州,20250128,45722.0
C0434,20210713,39,2,中国,20250604,20412.0
C0288,20231109,30,1,北海道,20250818,8181.0
C1942,20210519,23,2,北海道,20250206,39898.0
C1591,20210508,28,2,中国,20250106,-1595.0
C0499,20200226,47,1,中部,20251114,25868.0
C1465,20210812,39,1,関東,20250813,5862.0
C1805,20221007,78,1,中部,20250202,49679.0
C0303,20240607,60,1,中国,20250330,23688.0
C0087,20220807,35,2,九州,20251130,43017.0
C0830,20231228,70,2,近畿,20250209,25945.0
C0438,20230902,34,2,中部,20250618,7939.0
C0541,20220422,28,1,関東,20251025,41735.0
C1046,20221013,64,1,北海道,20250118,23931.0
C0833,20230209,50,1,中国,20250115,33616.0
C0797,20240509,60,1,東北,20250512,34585.0
C0560,20221207,49,2,近畿,20251017,45779.0
C1541,20220318,50,1,東北,20251114,33911.0
C0762,20200119,22,2,九州,20251021,42277.0
C1699,20220904,57,1,中部,20250728,37826.0
C1527,20230912,38,1,関東,20251123,36164.0
C1738,20240427,36,1,中部,20251006,17942.0
C0467,20240710,29,2,九州,20251003,39539.0
C1125,20240905,36,2,中国,20251105,272.0
C1607,20221026,27,2,中部,20251004,39134.0
C1966,20200504,53,1,中部,20250317,19265.0
C0675,20221229,24,2,関東,20251025,43192.0
C0685,20240907,54,1,近畿,20251109,23668.0
C1165,20230509,71,1,九州,20251213,41196.0
C0138,20221027,73,1,中国,20250422,11024.0
C0578,20240413,56,2,中国,20250923,26899.0
C0710,20220814,68,2,四国,20250313,-1253.0
C1864,20230912,70,2,中国,20251113,4297.0
C0228,20241108,42,2,中部,20250121,-3393.0
C0281,20230226,75,2,東北,20250707,16458.0
C0684,20211120,37,2,関東,20250501,22973.0
C0828,20210305,23,2,東北,20251208,18117.0
C0431,20200402,64,1,北海道,20250521,11450.0
C1064,20241023,48,1,北海道,20251031,10535.0
C1543,20241009,67,2,四国,20250723,24355.0
C1710,20211017,39,2,関東,20250728,2645.0
C1687,20230522,66,2,北海道,20250109,37238.0
C1235,20240113,53,2,北海道,20250704,-842.0
C0302,20201029,30,1,関東,20251023,36773.0
C1110,20220726,33,1,九州,20251128,11786.0
C1421,20220101,73,1,近畿,20250720,35693.0
C1277,20210831,35,1,関東,20250305,25911.0
C0533,20200724,28,1,中国,20251216,21578.0
C0769,20230723,62,2,東北,20251122,41408.0
C1915,20231016,60,2,東北,20251116,-834.0
C1939,20210810,27,2,近畿,20250125,14309.0
C1405,20240317,77,2,近畿,20250605,10076.0
C0444,20200117,38,2,中国,20250809,14377.0
C1057,20230425,30,2,北海道,20251019,4278.0
C0260,20240421,76,1,中部,20250519,28539.0
C1258,20201103,47,1,関東,20250121,6440.0
C1539,20210407,65,2,関東,20250603,21245.0
C1883,20210614,64,1,四国,20250309,17097.0
C1332,20230301,59,2,東北,20250210,3167.0
C0739,20210406,62,1,北海道,20250115,-3444.0
C0796,20230324,74,1,近畿,20251006,38918.0
C0070,20241231,20,2,北海道,20250618,-3849.0
C1478,20241111,71,2,関東,20250514,16698.0
C1463,20220428,44,1,北海道,20250718,12601.0
C1849,20201111,48,1,北海道,20250826,21807.0
C1388,20210517,49,2,中国,20250422,40302.0
C0983,20230314,19,2,四国,20250221,15328.0
C1790,20221119,70,2,中国,20250517,3039.0
C0481,20210513,32,2,東北,20250912,46194.0
C1168,20231019,58,2,四国,20250425,42427.0
C0024,20230310,58,2,九州,20250607,1303.0
C0965,20240723,36,1,関東,20251027,14053.0
C1449,20230517,69,2,関東,20250921,26644.0
C0746,20200725,31,2,東北,20251221,46265.0
C0845,20230325,79,1,北海道,20251103,30745.0
C1199,20230906,66,1,中部,20250409,40309.0
C1868,20210829,65,1,北海道,20250501,15762.0
C0325,20210720,60,2,四国,20250331,18611.0
C1893,20210504,37,1,北海道,20250130,-4578.0
C1695,20200914,38,1,九州,20250818,26275.0
C1884,20210213,28,1,四国,20250519,21597.0
C1372,20210415,58,1,四国,20250911,6985.0
C0798,20211124,54,1,近畿,20250131,23707.0
C0018,20200715,35,2,四国,20250611,44242.0
C0044,20231116,68,2,北海道,20250605,-1628.0
C0155,20220421,41,1,近畿,20251119,11083.0
C0867,20201205,59,1,近畿,20250427,29710.0
C0922,20220201,26,1,近畿,20250710,47957.0
C1401,20230505,46,1,中部,20250625,20816.0
C0743,20220918,77,2,関東,20250105,4950.0
C1907,20231105,22,1,九州,20251129,44050.0
C1852,20200116,36,1,東北,20250112,44249.0
C1426,20211128,26,2,関東,20250228,29247.0
C0225,20220412,73,2,中国,20251117,-374.0
C0217,20230402,79,2,四国,20251104,21408.0
C1592,20210911,69,1,九州,20251026,5777.0
C0031,20200802,24,1,近畿,20250907,147.0
C1893,20210504,37,1,北海道,20251205,47799.0
C1083,20240622,71,1,近畿,20250403,443.0
C1916,20231029,66,2,四国,20251115,-4921.0
C0898,20230515,66,2,九州,20250421,26282.0
C1377,20211226,51,2,中部,,33345.0
C0935,20230812,51,2,北海道,20251022,7901.0
C0445,20200311,64,2,中国,20251202,-2777.0
C1259,20240512,62,2,関東,20250117,30337.0
C1131,20211129,22,2,関東,20250808,37732.0
C1215,20210227,78,2,東北,20251026,8768.0
C0530,20201118,48,2,四国,20251101,48670.0
C1937,20231218,66,1,九州,20250105,12507.0
C0738,20231209,55,1,四国,20250509,11249.0
C1703,20220222,61,1,九州,20251119,30391.0
C1607,20221026,27,2,中部,20250422,29171.0
C0874,20210602,72,1,中部,20250124,46730.0
C0566,20231023,50,2,中国,20250129,44483.0
C1269,20200908,61,1,九州,20250512,NaN
C1886,20220328,77,2,四国,20250213,39568.0
C0076,20200614,40,2,北海道,20251117,44891.0
C0547,20230612,29,1,北海道,20250726,24784.0
C0267,20230308,77,2,北海道,20250804,40566.0
C0317,20201003,75,1,四国,20250901,19617.0
C1836,20210118,54,2,北海道,20250131,32748.0
C1145,20230802,52,2,中国,20250923,-1122.0
C1860,20220625,29,1,北海道,20250111,-3051.0
C0025,20230112,62,2,中国,20250323,14844.0
C1456,20240906,54,1,関東,20250605,46280.0
C0160,20231213,54,2,東北,20250615,15881.0
C0596,20210504,23,2,北海道,20250727,46306.0
C1138,20230719,72,2,四国,20250124,16614.0
C1759,20221230,57,1,九州,20251022,18828.0
C0900,20220603,44,1,北海道,20250628,45389.0
C0502,20210310,34,1,九州,20251128,4958.0
C1190,20230614,26,2,中国,20250219,3697.0
C1013,20200209,61,2,関東,20250107,16624.0
C0703,20241126,19,1,四国,20250410,10493.0
C1199,20230906,66,1,中部,20250322,37801.0
C0001,20200519,64,1,近畿,20250829,16199.0
C1923,20240406,76,2,北海道,20251120,37354.0
C0741,20200423,79,1,四国,20250630,-4744.0
C1110,20220726,33,1,九州,20251020,29488.0
C1598,20240629,68,1,四国,20250324,25493.0
C0320,20200221,48,2,北海道,20250223,41009.0
C1425,20241024,36,2,九州,20250331,44002.0
C0382,20231208,71,2,九州,20250722,18731.0
C1742,20210409,56,2,中部,20250131,2076.0
C1641,20230717,57,2,中国,20250712,-3929.0
C1342,20231102,32,2,九州,20250410,29390.0
C1827,20211010,37,2,中部,20251215,-2934.0
C1274,20220615,37,1,東北,20250330,20645.0
C1549,20230731,28,1,中部,20250503,36410.0
C1699,20220904,57,1,中部,20250216,28665.0
C1579,20230505,41,2,北海道,20250526,49327.0
C0898,20230515,66,2,九州,20250103,24412.0
C1976,20201109,52,1,近畿,20250118,26835.0
C1647,20220420,48,1,北海道,20251110,36041.0
C0717,20201230,62,1,近畿,20251123,NaN
C1920,20230623,62,1,九州,20250322,33549.0
C1280,20220825,49,2,中部,20250602,48096.0
C0307,20200309,59,2,北海道,20251104,41390.0
C1974,20211104,45,2,関東,20251026,41052.0
C1168,20231019,58,2,四国,20250308,38167.0
C1682,20200408,75,2,中部,20250330,49587.0
C0391,20240731,64,1,中国,20250515,21578.0
C1837,20200611,33,2,九州,20250721,4883.0
C1700,20200223,63,2,近畿,20250628,37139.0
C1193,20220810,76,1,九州,20251205,47087.0
C0990,20240102,65,2,北海道,20250320,17217.0
C0298,20200829,76,1,中国,20250326,5707.0
C0233,20211221,51,2,関東,20250121,35856.0
C1927,20201228,36,1,関東,20250614,8140.0
C0271,20220210,22,2,中国,20250128,44613.0
C1084,20220624,18,2,近畿,20250825,6093.0
C1320,20210404,69,1,中国,20251015,11500.0
C1491,20221025,43,1,中国,20250704,33553.0
C1259,20240512,62,2,関東,20251106,1507.0
C0677,20210208,66,2,北海道,20250604,27586.0
C0706,20200127,53,1,近畿,20250503,830.0
C0234,20230101,28,2,四国,20250328,25608.0
C1392,20200105,48,2,近畿,20250721,32329.0
C1719,20200316,69,2,近畿,,42287.0
C0845,20230325,79,1,北海道,20250618,19511.0
C1256,20200227,20,2,近畿,20250311,28427.0
C1897,20220819,32,2,中国,20251007,13506.0
C0491,20220819,41,2,中国,20251126,23395.0
C1643,20240402,71,1,四国,20251220,39303.0
C0503,20210118,79,1,近畿,20251124,41770.0
C0890,20200730,47,1,関東,20250127,NaN
C1759,20221230,57,1,九州,20251211,24466.0
C0592,20241217,20,2,関東,20250511,12970.0
C0746,20200725,31,2,東北,20251004,-318.0
C1405,20240317,77,2,近畿,20251022,43470.0
C1720,20240919,44,1,近畿,20251015,5939.0
C0428,20200520,69,2,関東,20250911,3826.0
C0697,20200817,58,1,中部,20250326,18371.0
C0646,20211115,25,1,四国,20250109,24946.0
C0732,20210522,31,1,東北,20250219,19359.0
C0800,20220606,54,1,九州,20250101,14266.0
C0364,20240430,77,2,九州,20250104,33017.0
C0202,20220803,71,2,中部,20250104,14195.0
C0882,20230419,64,2,中部,20250331,40413.0
C0146,20230614,65,1,中国,20250611,22315.0
C0836,20221202,31,2,中部,20250604,49679.0
C0639,20200826,68,2,中部,20250115,13268.0
C1481,20221012,38,1,四国,20251231,4710.0
C0135,20220530,20,1,東北,20250201,36581.0
C0626,20210528,58,2,東北,20250304,40537.0
C1288,20210101,78,2,四国,20251230,9161.0
C0064,20240525,41,1,東北,20250418,26821.0
C0491,20220819,41,2,中国,20250114,49225.0
C1671,20230830,47,2,近畿,20250123,4729.0
C0041,20211214,70,1,近畿,20250421,43448.0
C1320,20210404,69,1,中国,20251117,43915.0
C1027,20230912,53,2,中国,20250609,21913.0
C0913,20231005,22,1,中国,20250210,49568.0
C1730,20230710,60,2,近畿,20251009,17184.0
C0975,20230713,55,2,四国,20251031,18279.0
C1134,20240229,52,1,中国,20250524,21570.0
C1245,20240422,79,1,近畿,20251015,38030.0
C1394,20240912,37,2,北海道,20250602,49082.0
C0368,20221204,46,2,中部,20250323,30133.0
C1460,20240803,78,1,東北,20251231,8195.0
C0918,20221230,19,2,近畿,20250814,38805.0
C1028,20220130,28,1,北海道,20250601,38998.0
C0244,20211010,51,1,東北,20250916,12238.0
C0902,20201231,42,2,東北,20251114,10552.0
C0166,20210101,56,1,中部,20250320,-2272.0
C1050,20201105,33,1,九州,20250714,45067.0
C1419,20220611,78,1,九州,20250811,43245.0
C1498,20220123,62,2,中部,20250923,18557.0
C1041,20220428,70,1,関東,20250818,-62.0
C0728,20240918,47,1,東北,20250530,26202.0
C1116,20220720,67,1,関東,20250516,-4869.0
C0483,20220804,63,1,九州,20250503,20692.0
C0543,20240211,68,1,関東,20251224,14977.0
C1229,20231026,47,2,四国,20250420,28061.0
C1526,20200524,59,1,中国,20250523,22264.0
C0931,20210429,48,1,近畿,20250311,20575.0
C0400,20200724,24,1,四国,20250223,9727.0
C1231,20220505,25,1,近畿,20251128,5488.0
C0619,20211011,23,1,近畿,20250209,15069.0
C1170,20210718,28,1,中国,20250716,19400.0
C0879,20220809,22,1,中部,20250127,19146.0
C0101,20241206,72,1,関東,20251126,1846.0
C0880,20220801,64,1,関東,20251026,35352.0
C0830,20231228,70,2,近畿,,18694.0
C1904,20241224,26,1,四国,20250215,16740.0
C1265,20211130,22,2,中国,20250522,44438.0
C1947,20200229,56,1,近畿,20251116,25996.0
C0759,20240515,19,1,四国,20250408,27125.0
C0163,20230926,60,2,中部,20250506,36409.0
C1908,20220216,74,1,四国,20250227,39200.0
C1197,20230428,21,2,中国,20250626,17970.0
C0502,20210310,34,1,九州,20250726,5895.0
C0547,20230612,29,1,北海道,20251012,33071.0
C1308,20220704,43,2,四国,20250603,47268.0
C1383,20200517,32,1,四国,20250127,17258.0
C0381,20201015,27,2,九州,20251119,18354.0
C0870,20230313,25,2,北海道,20250612,25641.0
C0905,20241101,50,1,四国,20250907,3444.0
C1996,20200713,37,1,中国,20250707,4611.0
C1935,20230907,54,1,四国,20251130,5528.0
C1557,20241211,32,2,中国,20250331,45387.0
C1844,20201014,41,1,関東,20250511,-4001.0
C1187,20241211,50,2,東北,20251025,-1240.0
C1002,20220724,54,1,中国,20250113,31884.0
C0609,20240323,37,2,九州,20250129,32179.0
C0307,20200309,59,2,北海道,20250922,16941.0
C1363,20220910,18,1,東北,20250201,21022.0
C0055,20230903,56,1,中国,20250530,49504.0
C0983,20230314,19,2,四国,20250327,38130.0
C0333,20220427,31,2,四国,20250227,38881.0
C0127,20230625,42,2,近畿,20250226,31451.0
C1964,20230325,41,2,東北,20250125,46413.0
C0705,20211118,51,1,近畿,20250709,21521.0
C0243,20210702,42,2,中部,20250317,42750.0
C1885,20230812,74,1,東北,20251205,24639.0
C0600,20240516,49,2,関東,20250813,29621.0
C1872,20220918,72,1,北海道,20250702,26449.0
C1433,20220506,68,2,近畿,20250603,8079.0
C0503,20210118,79,1,近畿,20250926,1895.0
C1751,20230413,33,2,関東,20251005,22979.0
C0604,20240108,25,2,近畿,20251206,47142.0
C0303,20240607,60,1,中国,20251229,40703.0
C1488,20210210,18,1,四国,20250123,7552.0
C0235,20210523,58,2,九州,20250114,22394.0
C1720,20240919,44,1,近畿,20250404,43821.0
C1062,20200807,28,1,九州,20251209,27276.0
C0139,20220327,47,1,関東,20250221,28630.0
C0195,20200309,66,1,中部,20251205,-473.0
C1551,20230502,51,1,中部,20250210,7247.0
C1793,20210415,28,1,中部,20250613,12603.0
C0647,20200604,46,1,中部,20250106,31563.0
C0001,20200519,64,1,近畿,20250518,40564.0
C0561,20231203,67,2,近畿,20250409,40502.0
C1120,20221217,77,2,近畿,20251207,-4473.0
C0713,20210424,71,1,九州,20250812,-2078.0
C0413,20240312,51,2,九州,20251112,849.0
C0538,20211005,55,1,中部,20250130,25300.0
C1879,20240629,66,2,四国,20250813,22780.0
C0429,20220127,49,1,近畿,20251122,45314.0
C0235,20210523,58,2,九州,20250918,40724.0
C0349,20200327,77,2,北海道,20250904,23140.0
C1780,20201007,59,2,北海道,20250320,12230.0
C1894,20220305,65,1,近畿,20250704,21693.0
C1505,20200113,28,1,中国,,1959.0
C1863,20200104,55,1,近畿,20250629,30854.0
C0396,20241002,52,2,北海道,20250318,37730.0
C1375,20211022,30,1,中部,20250919,14667.0
C0416,20230805,46,1,近畿,20250817,21401.0
C1910,20201024,78,1,四国,20250102,43187.0
C0916,20240326,79,2,九州,20250117,-1677.0
C1911,20220318,27,2,九州,20251210,-4555.0
C1075,20210225,78,1,九州,20250112,12409.0
C0081,20200806,66,1,中国,20250701,4963.0
C0036,20210207,39,1,九州,20251130,45511.0
C1091,20241227,30,2,北海道,20250107,10437.0
C0641,20211108,36,2,東北,20250903,11855.0
C0882,20230419,64,2,中部,20250606,11411.0
C1691,20241010,35,2,北海道,20250623,5847.0
C0757,20210620,74,2,中部,20251125,-1764.0
C0623,20230921,80,1,東北,20251130,48100.0
C1704,20200828,49,1,関東,20250630,8487.0
C1505,20200113,28,1,中国,20251008,6848.0
C0468,20210219,35,1,中部,20251105,8155.0
C1166,20230418,78,2,東北,20250825,6255.0
C0356,20211226,47,1,北海道,20250606,-3021.0
C0709,20201025,59,2,四国,20250908,16305.0
C1495,20211210,70,2,東北,20250809,4007.0
C1645,20200907,70,1,東北,20251204,30094.0
C1020,20241009,72,1,九州,20250811,30098.0
C1912,20241026,67,2,北海道,20250730,19030.0
C1615,20231125,25,2,中部,20251203,28770.0
C0902,20201231,42,2,東北,20250514,4734.0
C0673,20210728,32,2,中国,20251128,1448.0
C0439,20220713,79,1,中部,20250916,34605.0
C0531,20200103,55,1,中国,20250204,7396.0
C0127,20230625,42,2,近畿,20250702,22881.0
C0205,20230330,66,2,近畿,20251030,26177.0
C0029,20200802,27,2,近畿,20250610,35122.0
C0445,20200311,64,2,中国,20250403,42019.0
C0966,20200131,77,1,東北,20250716,30297.0
C1743,20210110,61,2,東北,20251111,40977.0
C0464,20231111,66,1,四国,20250725,45582.0
C1304,20210921,20,2,東北,20251218,31680.0
C0151,20200918,26,1,関東,20250118,12916.0
C0240,20220306,46,2,北海道,20250822,46044.0
C0266,20210526,54,2,中部,20251129,26239.0
C1718,20201024,32,1,九州,20250307,39084.0
C1129,20240206,72,2,関東,20250901,29189.0
C1961,20210610,74,2,九州,20251003,8510.0
C1457,20241213,69,2,東北,20250718,19966.0
C0913,20231005,22,1,中国,20250118,17152.0
C0497,20220730,32,1,関東,20250313,14202.0
C1464,20210510,45,1,東北,20250604,21445.0
C1772,20221110,19,1,近畿,20250619,6152.0
C0685,20240907,54,1,近畿,20251118,617.0
C0158,20200223,76,2,九州,20251221,-3805.0
C0172,20220703,79,1,四国,,33997.0
C0494,20220617,20,2,四国,20250531,20433.0
C0970,20200405,66,1,中国,20250918,305.0
C1335,20200701,23,2,四国,20250321,3077.0
C1427,20240915,52,1,近畿,20250416,43648.0
C1693,20220612,30,2,中国,20250111,26385.0
C1794,20200203,33,1,関東,20250727,37113.0
C0676,20220611,29,1,中国,20250510,44994.0
C0659,20230515,54,2,関東,20250620,32968.0
C0903,20201002,63,2,関東,20250202,37642.0
C0666,20201205,27,1,北海道,20250124,28062.0
C1487,20210723,22,1,北海道,20250716,1097.0
C0367,20240705,54,2,中国,20250215,34180.0
C0550,20230703,49,1,北海道,20251001,36604.0
C0643,20200301,63,2,中部,20250819,39593.0
C1894,20220305,65,1,近畿,20250513,1678.0
C0255,20211110,41,1,中国,20250921,27121.0
C0208,20201203,37,2,中国,20250326,43503.0
C0450,20240114,23,2,四国,20251109,16404.0
C0095,20230825,72,2,四国,20250105,743.0
C1884,20210213,28,1,四国,20250926,11494.0
C0839,20230812,37,2,近畿,20251205,36543.0
C0478,20240609,46,2,中部,20250809,39185.0
C0683,20230217,41,1,中国,20250713,4678.0
C0762,20200119,22,2,九州,20251212,32632.0
C0190,20221206,60,2,東北,20250310,41235.0
C0711,20220309,68,1,北海道,20251015,-3352.0
C1508,20210709,69,2,四国,20251224,10677.0
C1757,20241210,18,1,近畿,20250625,43686.0
C1560,20200719,40,1,関東,20251121,17765.0
C0756,20201204,42,2,九州,20250827,-2619.0
C1447,20210208,69,2,中部,20250628,11489.0
C0836,20221202,31,2,中部,20250913,6745.0
C1664,20210509,31,1,中国,20250730,818.0
C1629,20230501,58,1,中国,20250815,37654.0
C1836,20210118,54,2,北海道,20250313,28149.0
C0133,20201010,47,1,北海道,20250306,22312.0
C0055,20230903,56,1,中国,20250615,32124.0
C0510,20211216,74,2,中部,20250802,33686.0
C0670,20210126,46,1,関東,20250117,-3684.0
C1565,20210805,49,1,四国,20251202,454.0
C0410,20240814,75,2,四国,20250622,8107.0
C1235,20240113,53,2,北海道,20250509,-926.0
C1690,20210517,64,2,東北,20250103,16188.0
C1317,20230210,39,2,中部,20250905,42579.0
C0987,20220917,38,2,近畿,20250311,26968.0
C0734,20210515,19,2,関東,20250221,45058.0
C1139,20220605,38,2,九州,20250916,35389.0
C1973,20241017,39,1,中国,20250827,44814.0
C1694,20240518,79,1,東北,20250404,18102.0
C0259,20240630,25,2,中部,20250216,43894.0
C1787,20230315,31,2,九州,20250316,36422.0
C1146,20220520,45,2,中部,20250401,26957.0
C0299,20210330,76,1,北海道,20250327,7872.0
C1799,20210617,73,1,中部,20250106,45094.0
C1405,20240317,77,2,近畿,20250818,42719.0
C0561,20231203,67,2,近畿,20251217,3349.0
C1913,20220424,20,2,北海道,20251113,14693.0
C1865,20231204,48,2,北海道,20250212,45478.0
C1525,20210115,55,1,四国,20251108,27627.0
C0297,20200121,50,2,九州,20250717,38677.0
C0362,20211014,80,1,関東,20251030,5760.0
C0589,20211227,57,2,北海道,20250701,6584.0
C1487,20210723,22,1,北海道,20250618,-2894.0
C1462,20200614,24,1,東北,20250722,8669.0
C0127,20230625,42,2,近畿,20250713,48951.0
C0197,20220801,20,2,四国,20250131,20223.0
C0221,20210518,49,1,近畿,20250412,30706.0
C0995,20220215,46,2,四国,20250305,-2517.0
C0091,20210818,59,2,四国,20251212,22482.0
C0411,20240526,40,1,中部,20250401,29143.0
C0008,20221228,48,1,四国,20250907,19240.0
C0544,20210910,41,2,中部,20250702,5015.0
C0468,20210219,35,1,中部,20251029,11628.0
C0320,20200221,48,2,北海道,20251217,46500.0
C1418,20240108,67,1,北海道,20251007,20443.0
C0269,20230423,30,1,九州,20250724,25819.0
C1215,20210227,78,2,東北,20250330,10060.0
C1885,20230812,74,1,東北,20251020,22437.0
C1699,20220904,57,1,中部,20251012,44631.0
C0061,20241020,34,1,近畿,20250608,5654.0
C1462,20200614,24,1,東北,20251229,46087.0
C1288,20210101,78,2,四国,20250510,9253.0
C0797,20240509,60,1,東北,20250905,49909.0
C1119,20230720,53,1,四国,20250520,6565.0
C0553,20201213,71,1,中国,20250708,22597.0
C0926,20211228,65,1,近畿,20250401,22768.0
C1494,20210124,38,2,北海道,20250225,-4913.0
C0661,20240212,73,2,北海道,20250814,4432.0
C0716,20240114,20,2,中部,20251130,NaN
C0779,20230429,27,2,関東,20251123,-4822.0
C1538,20220529,77,2,九州,20250614,21301.0
C1714,20210505,35,1,四国,20250205,44314.0
C1961,20210610,74,2,九州,20251126,30408.0
C0194,20231021,58,1,北海道,20250129,36965.0
C0482,20231019,44,2,九州,20250321,26913.0
C1923,20240406,76,2,北海道,20251224,13732.0
C1360,20230818,53,1,関東,20250618,-2579.0
C1459,20210824,79,2,四国,20250202,38715.0
C1220,20220803,19,1,北海道,20250403,48450.0
C0855,20240410,60,1,近畿,20250422,15526.0
C1273,20220306,38,1,九州,20250728,23317.0
C0498,20210625,42,2,東北,20250713,48655.0
C0212,20240731,76,1,九州,20250921,-3783.0
C0665,20230925,45,1,近畿,20250904,30242.0
C0670,20210126,46,1,関東,20250428,-4071.0
C1490,20200126,38,1,北海道,20250816,35726.0
C1898,20211017,23,1,中国,20250109,29270.0
C1675,20221114,49,1,北海道,20250718,28188.0
C0221,20210518,49,1,近畿,20251004,8580.0
C0273,20200912,34,2,中部,20250509,43608.0
C1178,20240913,55,2,中部,20251029,33598.0
C1273,20220306,38,1,九州,20250303,25431.0
C0279,20220914,46,1,中部,20250102,15742.0
C1464,20210510,45,1,東北,20251226,12833.0
C1972,20240808,47,1,九州,20251127,25885.0
C0816,20221223,67,1,東北,20251223,811.0
C0276,20220524,62,2,東北,20250621,3619.0
C1005,20230718,53,1,四国,20250902,19255.0
C0514,20230920,71,2,中部,20250329,19972.0
C1112,20201002,43,1,中国,20250324,8527.0
C1823,20220915,21,2,九州,20250105,43991.0
C0923,20201002,50,1,四国,20251215,27874.0
C0642,20230530,72,2,東北,20250208,-951.0
C0505,20200712,37,1,中国,20251118,36057.0
C0590,20220917,28,1,九州,20251028,-3097.0
C0772,20220504,48,1,中部,20250316,47722.0
C1265,20211130,22,2,中国,20250411,39261.0
C1677,20231010,63,1,北海道,20250521,376.0
C0740,20220708,58,2,四国,20250403,-4958.0
C0675,20221229,24,2,関東,20250429,17769.0
C1260,20230804,40,1,中部,20251015,-3423.0
C1014,20211021,76,1,中国,20250419,7382.0
C0128,20241218,80,1,北海道,20250212,17449.0
C0503,20210118,79,1,近畿,20250516,33653.0
C1224,20210513,55,1,中部,20251126,23859.0
C1986,20220427,59,2,関東,20250805,3576.0
C0902,20201231,42,2,東北,20250605,40874.0
C0543,20240211,68,1,関東,20250208,6663.0
C1526,20200524,59,1,中国,20251009,31345.0
C1674,20210930,61,1,中部,20251124,47390.0
C0492,20210304,77,1,中部,20251224,43910.0
C1045,20240531,46,2,近畿,20250126,244.0
C1258,20201103,47,1,関東,20250201,29902.0
C0714,20210726,78,2,北海道,20250215,-1108.0
C0791,20221103,18,2,中国,20250605,22112.0
C1667,20211218,42,2,近畿,20250901,-679.0
C0416,20230805,46,1,近畿,20250204,776.0
C0148,20210909,70,1,中部,20251005,38352.0
C0970,20200405,66,1,中国,20250830,11119.0
C0029,20200802,27,2,近畿,20250916,25569.0
C1385,20230418,62,1,北海道,20250215,33596.0
C0308,20230226,53,2,中部,20250825,47967.0
C1907,20231105,22,1,九州,20250108,28063.0
C1966,20200504,53,1,中部,20250917,28181.0
C0162,20240310,54,1,九州,20250928,17340.0
C0869,20210314,72,1,東北,20250213,5187.0
C0852,20220802,48,2,近畿,20250826,42084.0
C0061,20241020,34,1,近畿,20250616,1668.0
C0125,20220705,27,1,中国,20250317,10344.0
C1480,20230622,32,2,北海道,20250606,3195.0
C1095,20201103,38,2,中部,20250720,11561.0
C0838,20220218,59,1,北海道,,32122.0
C1931,20200610,43,2,北海道,20250820,17298.0
C1900,20211124,31,2,中部,20250731,33250.0
